FirstName1 LastName1  Full 104076.55
FirstName702 LastName702  Associate 75493.85
FirstName703 LastName703  Associate 90902.20
FirstName704 LastName704  Assistant 50865.21
FirstName705 LastName705  Associate 63676.44
FirstName706 LastName706  Assistant 58511.30
FirstName707 LastName707  Full 117635.28
FirstName708 LastName708  Assistant 50207.39
FirstName709 LastName709  Associate 95766.90
FirstName710 LastName710  Associate 87768.20
FirstName711 LastName711  Full 121571.37
FirstName712 LastName712  Assistant 50105.60
FirstName713 LastName713  Full 79732.68
FirstName714 LastName714  Full 100613.54
FirstName715 LastName715  Associate 96653.45
FirstName716 LastName716  Assistant 72509.51
FirstName717 LastName717  Full 106807.77
FirstName718 LastName718  Assistant 79130.93
FirstName719 LastName719  Assistant 55503.00
FirstName720 LastName720  Assistant 52750.98
FirstName721 LastName721  Full 105890.12
FirstName722 LastName722  Assistant 72984.36
FirstName723 LastName723  Assistant 72818.96
FirstName724 LastName724  Associate 72405.93
FirstName725 LastName725  Assistant 69658.31
FirstName726 LastName726  Associate 89735.60
FirstName727 LastName727  Associate 89744.81
FirstName728 LastName728  Assistant 75851.66
FirstName729 LastName729  Full 97970.07
FirstName730 LastName730  Full 102521.81
FirstName731 LastName731  Associate 97210.76
FirstName732 LastName732  Full 113714.44
FirstName733 LastName733  Assistant 61813.20
FirstName734 LastName734  Associate 61146.17
FirstName735 LastName735  Assistant 56800.50
FirstName736 LastName736  Assistant 55207.31
FirstName737 LastName737  Associate 95600.53
FirstName738 LastName738  Assistant 67791.36
FirstName739 LastName739  Assistant 51259.32
FirstName740 LastName740  Associate 108234.65
FirstName741 LastName741  Assistant 70148.31
FirstName742 LastName742  Full 109649.17
FirstName743 LastName743  Assistant 72438.09
FirstName744 LastName744  Assistant 65966.04
FirstName745 LastName745  Associate 60621.44
FirstName746 LastName746  Assistant 52873.71
FirstName747 LastName747  Assistant 62260.79
FirstName748 LastName748  Assistant 57064.76
FirstName749 LastName749  Associate 100420.75
FirstName750 LastName750  Associate 85496.80
FirstName751 LastName751  Associate 109058.87
FirstName752 LastName752  Associate 74394.80
FirstName753 LastName753  Assistant 55271.49
FirstName754 LastName754  Assistant 70352.66
FirstName755 LastName755  Associate 82783.06
FirstName756 LastName756  Assistant 76740.18
FirstName757 LastName757  Assistant 57130.03
FirstName758 LastName758  Full 110266.74
FirstName759 LastName759  Assistant 59525.50
FirstName760 LastName760  Full 85171.23
FirstName761 LastName761  Assistant 51115.87
FirstName762 LastName762  Assistant 67759.85
FirstName763 LastName763  Assistant 54379.52
FirstName764 LastName764  Full 123776.36
FirstName765 LastName765  Full 93629.10
FirstName766 LastName766  Assistant 73215.04
FirstName767 LastName767  Full 97924.38
FirstName768 LastName768  Assistant 72723.92
FirstName769 LastName769  Assistant 65313.68
FirstName770 LastName770  Assistant 68152.96
FirstName771 LastName771  Full 120364.54
FirstName772 LastName772  Assistant 57912.75
FirstName773 LastName773  Full 126093.42
FirstName774 LastName774  Full 104658.45
FirstName775 LastName775  Assistant 70791.12
FirstName776 LastName776  Assistant 52194.56
FirstName777 LastName777  Associate 89850.95
FirstName778 LastName778  Associate 80622.65
FirstName779 LastName779  Full 90660.99
FirstName780 LastName780  Associate 72792.35
FirstName781 LastName781  Associate 105815.36
FirstName782 LastName782  Associate 74150.05
FirstName783 LastName783  Associate 64240.04
FirstName784 LastName784  Assistant 59741.76
FirstName785 LastName785  Assistant 74193.30
FirstName786 LastName786  Associate 60818.05
FirstName787 LastName787  Full 95162.33
FirstName788 LastName788  Assistant 64748.00
FirstName789 LastName789  Associate 90579.56
FirstName790 LastName790  Assistant 53595.44
FirstName791 LastName791  Full 108614.86
FirstName792 LastName792  Assistant 73062.03
FirstName793 LastName793  Full 101744.25
FirstName794 LastName794  Associate 89035.47
FirstName795 LastName795  Assistant 67850.04
FirstName796 LastName796  Associate 99725.54
FirstName797 LastName797  Full 86075.72
FirstName798 LastName798  Assistant 71349.64
FirstName799 LastName799  Associate 70617.89
FirstName800 LastName800  Associate 85614.49
FirstName801 LastName801  Full 105933.67
FirstName802 LastName802  Full 89168.45
FirstName803 LastName803  Full 94219.03
FirstName804 LastName804  Assistant 52433.56
FirstName805 LastName805  Full 123441.56
FirstName806 LastName806  Assistant 58035.00
FirstName807 LastName807  Associate 78790.94
FirstName808 LastName808  Assistant 69424.32
FirstName809 LastName809  Full 85427.58
FirstName810 LastName810  Associate 84342.89
FirstName811 LastName811  Full 78868.19
FirstName812 LastName812  Associate 102832.95
FirstName813 LastName813  Assistant 54388.15
FirstName814 LastName814  Assistant 58060.82
FirstName815 LastName815  Assistant 51421.60
FirstName816 LastName816  Assistant 56993.55
FirstName817 LastName817  Full 119646.87
FirstName818 LastName818  Full 89730.77
FirstName819 LastName819  Full 75012.75
FirstName820 LastName820  Full 119452.71
FirstName821 LastName821  Assistant 72477.29
FirstName822 LastName822  Assistant 62333.32
FirstName823 LastName823  Associate 76381.62
FirstName824 LastName824  Full 109352.64
FirstName825 LastName825  Assistant 53988.48
FirstName826 LastName826  Assistant 77127.58
FirstName827 LastName827  Full 127814.29
FirstName828 LastName828  Assistant 79877.38
FirstName829 LastName829  Associate 100442.97
FirstName830 LastName830  Associate 73853.00
FirstName831 LastName831  Full 99930.17
FirstName832 LastName832  Assistant 69529.17
FirstName833 LastName833  Full 102400.80
FirstName834 LastName834  Full 114673.11
FirstName835 LastName835  Associate 93079.16
FirstName836 LastName836  Full 82764.61
FirstName837 LastName837  Assistant 67576.03
FirstName838 LastName838  Full 87364.67
FirstName839 LastName839  Associate 88193.54
FirstName840 LastName840  Full 82698.55
FirstName841 LastName841  Full 85146.28
FirstName842 LastName842  Full 89078.22
FirstName843 LastName843  Full 77873.17
FirstName844 LastName844  Associate 85670.40
FirstName845 LastName845  Full 97881.35
FirstName846 LastName846  Associate 60133.12
FirstName847 LastName847  Full 116446.21
FirstName848 LastName848  Assistant 58720.15
FirstName849 LastName849  Full 80610.50
FirstName850 LastName850  Full 98057.48
FirstName851 LastName851  Full 85942.58
FirstName852 LastName852  Full 125245.55
FirstName853 LastName853  Assistant 59120.12
FirstName854 LastName854  Associate 89272.26
FirstName855 LastName855  Associate 105403.46
FirstName856 LastName856  Full 96645.69
FirstName857 LastName857  Associate 80277.64
FirstName858 LastName858  Associate 66581.46
FirstName859 LastName859  Associate 70206.25
FirstName860 LastName860  Associate 72791.81
FirstName861 LastName861  Associate 93861.64
FirstName862 LastName862  Assistant 72007.58
FirstName863 LastName863  Associate 101335.85
FirstName864 LastName864  Associate 79929.20
FirstName865 LastName865  Assistant 65478.10
FirstName866 LastName866  Full 126214.35
FirstName867 LastName867  Associate 92902.43
FirstName868 LastName868  Assistant 57410.02
FirstName869 LastName869  Associate 100001.97
FirstName870 LastName870  Assistant 73247.13
FirstName871 LastName871  Assistant 53892.86
FirstName872 LastName872  Associate 101533.07
FirstName873 LastName873  Full 77844.06
FirstName874 LastName874  Full 77958.46
FirstName875 LastName875  Assistant 53786.30
FirstName876 LastName876  Assistant 69893.96
FirstName877 LastName877  Full 94133.49
FirstName878 LastName878  Associate 65451.84
FirstName879 LastName879  Full 99794.28
FirstName880 LastName880  Associate 87642.87
FirstName881 LastName881  Assistant 55132.06
FirstName882 LastName882  Associate 84340.60
FirstName883 LastName883  Associate 68592.74
FirstName884 LastName884  Assistant 71726.15
FirstName885 LastName885  Full 110298.97
FirstName886 LastName886  Associate 106729.90
FirstName887 LastName887  Associate 80714.50
FirstName888 LastName888  Assistant 76320.58
FirstName889 LastName889  Associate 101185.12
FirstName890 LastName890  Full 102205.97
FirstName891 LastName891  Associate 80677.83
FirstName892 LastName892  Full 78647.25
FirstName893 LastName893  Full 77358.48
FirstName894 LastName894  Assistant 70961.63
FirstName895 LastName895  Associate 104915.39
FirstName896 LastName896  Full 103809.45
FirstName897 LastName897  Associate 80649.33
FirstName898 LastName898  Assistant 53525.77
FirstName899 LastName899  Associate 65901.83
FirstName900 LastName900  Assistant 74348.07
FirstName901 LastName901  Full 75390.33
FirstName902 LastName902  Assistant 73088.94
FirstName903 LastName903  Assistant 52471.97
FirstName904 LastName904  Associate 106288.76
FirstName905 LastName905  Assistant 61050.35
FirstName906 LastName906  Assistant 54278.44
FirstName907 LastName907  Assistant 74845.88
FirstName908 LastName908  Full 87953.59
FirstName909 LastName909  Assistant 59002.64
FirstName910 LastName910  Associate 101580.80
FirstName911 LastName911  Assistant 73422.10
FirstName912 LastName912  Full 96136.00
FirstName913 LastName913  Assistant 53827.68
FirstName914 LastName914  Assistant 51438.20
FirstName915 LastName915  Full 103933.13
FirstName916 LastName916  Associate 86616.62
FirstName917 LastName917  Associate 103610.60
FirstName918 LastName918  Full 102652.40
FirstName919 LastName919  Associate 88004.20
FirstName920 LastName920  Full 106326.59
FirstName921 LastName921  Assistant 50888.77
FirstName922 LastName922  Full 98041.13
FirstName923 LastName923  Full 120721.15
FirstName924 LastName924  Full 84770.80
FirstName925 LastName925  Full 124156.21
FirstName926 LastName926  Full 112143.52
FirstName927 LastName927  Full 82887.27
FirstName928 LastName928  Full 122852.46
FirstName929 LastName929  Associate 90858.50
FirstName930 LastName930  Full 93565.69
FirstName931 LastName931  Full 115393.22
FirstName932 LastName932  Associate 79455.04
FirstName933 LastName933  Associate 82512.35
FirstName934 LastName934  Full 79327.90
FirstName935 LastName935  Full 107901.98
FirstName936 LastName936  Full 79904.29
FirstName937 LastName937  Associate 102482.33
FirstName938 LastName938  Full 88433.60
FirstName939 LastName939  Assistant 60965.66
FirstName940 LastName940  Full 85138.82
FirstName941 LastName941  Full 96891.07
FirstName942 LastName942  Associate 88255.27
FirstName943 LastName943  Associate 100513.07
FirstName944 LastName944  Assistant 79700.63
FirstName945 LastName945  Assistant 71789.79
FirstName946 LastName946  Full 117479.28
FirstName947 LastName947  Associate 74896.26
FirstName948 LastName948  Full 104532.23
FirstName949 LastName949  Associate 103989.47
FirstName950 LastName950  Associate 90898.67
FirstName951 LastName951  Associate 97118.02
FirstName952 LastName952  Associate 69357.27
FirstName953 LastName953  Associate 100975.13
FirstName954 LastName954  Full 78039.36
FirstName955 LastName955  Assistant 76615.05
FirstName956 LastName956  Full 82137.66
FirstName957 LastName957  Assistant 50013.74
FirstName958 LastName958  Associate 89143.98
FirstName959 LastName959  Associate 108920.17
FirstName960 LastName960  Associate 104335.66
FirstName961 LastName961  Assistant 56538.20
FirstName962 LastName962  Associate 60317.16
FirstName963 LastName963  Associate 67244.51
FirstName964 LastName964  Associate 70307.34
FirstName965 LastName965  Associate 68160.45
FirstName966 LastName966  Assistant 53636.10
FirstName967 LastName967  Full 77882.77
FirstName968 LastName968  Full 128547.18
FirstName969 LastName969  Associate 79019.33
FirstName970 LastName970  Associate 63564.49
FirstName971 LastName971  Associate 92416.28
FirstName972 LastName972  Assistant 50556.23
FirstName973 LastName973  Assistant 66964.56
FirstName974 LastName974  Full 96254.90
FirstName975 LastName975  Assistant 51888.68
FirstName976 LastName976  Full 127064.79
FirstName977 LastName977  Associate 79962.87
FirstName978 LastName978  Full 127432.49
FirstName979 LastName979  Assistant 79531.68
FirstName980 LastName980  Associate 78753.54
FirstName981 LastName981  Full 94541.35
FirstName982 LastName982  Assistant 62695.22
FirstName983 LastName983  Full 78984.16
FirstName984 LastName984  Full 86076.19
FirstName985 LastName985  Assistant 55235.65
FirstName986 LastName986  Associate 100544.36
FirstName987 LastName987  Full 87610.53
FirstName988 LastName988  Full 118092.57
FirstName989 LastName989  Full 127127.92
FirstName990 LastName990  Full 90871.58
FirstName991 LastName991  Associate 99591.23
FirstName992 LastName992  Full 83827.39
FirstName993 LastName993  Associate 109886.61
FirstName994 LastName994  Assistant 62846.94
FirstName995 LastName995  Full 127984.25
FirstName996 LastName996  Assistant 70790.56
FirstName997 LastName997  Assistant 50047.89
FirstName998 LastName998  Assistant 61905.70
FirstName999 LastName999  Assistant 51508.43
FirstName1000 LastName1000  Full 116345.84
